age,job,marital,education,balance,housing,loan,contact,campaign,previous,poutcome,subscribed
31,retired,married,secondary,44889,yes,no,cellular,36,2,nonexistent,yes
41,admin,divorced,primary,39215,yes,no,cellular,1,2,nonexistent,yes
19,admin,married,secondary,487,no,yes,cellular,26,1,failure,no
62,unemployed,married,secondary,97662,yes,no,telephone,17,1,nonexistent,yes
43,retired,single,unknown,59045,yes,yes,cellular,36,1,nonexistent,no
31,retired,single,tertiary,90594,yes,yes,telephone,17,2,nonexistent,yes
73,admin,married,primary,91644,no,no,cellular,37,3,success,yes
68,admin,single,primary,72035,yes,no,telephone,27,4,nonexistent,no
24,student,married,unknown,69667,no,yes,telephone,25,2,nonexistent,yes
20,technician,single,secondary,57040,yes,yes,cellular,30,0,success,no
64,technician,divorced,secondary,99470,no,no,telephone,41,4,nonexistent,yes
40,student,divorced,secondary,88520,yes,yes,telephone,25,2,success,no
63,services,married,primary,59295,yes,no,telephone,38,2,failure,no
60,retired,married,unknown,-1175,no,no,telephone,32,1,failure,yes
64,self-employed,single,tertiary,-809,yes,no,telephone,12,3,failure,no
62,retired,single,unknown,41094,no,no,telephone,49,3,nonexistent,yes
35,unemployed,married,primary,61490,no,yes,cellular,21,4,success,no
55,admin,divorced,tertiary,78243,yes,no,telephone,42,2,failure,no
52,retired,divorced,secondary,52799,no,no,telephone,34,1,nonexistent,yes
68,admin,married,unknown,37553,yes,yes,telephone,1,0,failure,no
32,retired,divorced,unknown,92305,no,yes,cellular,13,2,failure,yes
42,unemployed,married,primary,4813,no,yes,cellular,21,1,failure,yes
72,services,single,unknown,24350,no,no,cellular,1,0,nonexistent,yes
54,self-employed,divorced,tertiary,85561,yes,yes,telephone,13,0,success,yes
45,entrepreneur,divorced,unknown,26992,yes,yes,cellular,31,4,success,no
27,student,single,primary,80453,yes,no,cellular,23,3,success,no
56,student,single,unknown,86430,yes,yes,cellular,3,3,success,no
74,self-employed,divorced,tertiary,31975,no,yes,telephone,11,4,nonexistent,no
34,retired,divorced,tertiary,22992,yes,yes,cellular,29,2,nonexistent,yes
56,entrepreneur,married,primary,41736,yes,yes,cellular,48,1,nonexistent,no
39,unemployed,married,secondary,-763,no,no,telephone,18,3,failure,no
43,technician,divorced,primary,2943,yes,no,telephone,25,4,success,no
61,retired,married,secondary,51917,yes,no,cellular,34,3,nonexistent,yes
42,services,single,tertiary,90055,no,yes,telephone,18,3,failure,no
34,admin,married,unknown,90292,yes,yes,cellular,49,3,failure,no
30,blue-collar,married,unknown,19220,yes,yes,telephone,1,2,failure,no
37,retired,divorced,tertiary,45798,yes,no,cellular,28,4,success,yes
42,blue-collar,married,primary,26694,yes,yes,telephone,4,3,nonexistent,no
21,retired,divorced,unknown,26250,yes,no,telephone,21,3,failure,no
27,self-employed,divorced,primary,77478,no,no,telephone,6,4,nonexistent,no
20,blue-collar,divorced,unknown,31227,yes,yes,cellular,21,0,failure,yes
58,retired,single,secondary,76305,yes,yes,cellular,37,2,failure,yes
62,student,married,unknown,80039,yes,yes,cellular,30,2,nonexistent,yes
35,blue-collar,married,secondary,51920,yes,no,telephone,20,1,failure,yes
64,retired,married,unknown,8447,yes,yes,telephone,41,1,failure,yes
53,technician,divorced,unknown,72045,yes,yes,cellular,32,0,failure,yes
64,admin,single,unknown,20865,yes,yes,telephone,31,1,success,yes
39,technician,divorced,unknown,53450,yes,yes,cellular,36,3,failure,no
51,entrepreneur,married,unknown,14134,no,yes,cellular,25,3,success,yes
64,retired,divorced,primary,50378,yes,no,cellular,5,1,success,no
25,management,divorced,secondary,14201,yes,yes,telephone,8,2,nonexistent,yes
57,services,married,secondary,16936,yes,no,cellular,17,0,success,yes
66,technician,divorced,unknown,76794,no,no,cellular,15,3,failure,no
61,blue-collar,divorced,primary,59752,yes,yes,cellular,20,0,success,yes
36,self-employed,single,primary,63309,no,no,cellular,45,1,nonexistent,yes
59,services,divorced,tertiary,19762,yes,no,cellular,47,4,nonexistent,yes
58,management,single,tertiary,1228,yes,yes,telephone,29,0,failure,yes
54,unemployed,married,primary,57405,yes,no,telephone,36,0,success,no
23,retired,single,tertiary,66946,yes,no,cellular,28,1,success,yes
69,self-employed,divorced,secondary,-1592,no,no,cellular,8,1,nonexistent,yes
43,retired,married,primary,45497,no,no,cellular,14,3,nonexistent,no
51,entrepreneur,divorced,tertiary,49419,yes,yes,cellular,33,4,nonexistent,no
73,management,divorced,primary,56087,yes,no,telephone,34,4,nonexistent,yes
62,retired,single,tertiary,3773,yes,yes,telephone,29,0,nonexistent,yes
23,blue-collar,divorced,primary,50986,yes,no,cellular,22,4,success,yes
54,entrepreneur,single,unknown,57175,no,no,telephone,3,1,success,no
74,student,married,secondary,72715,yes,yes,telephone,48,1,success,no
50,unemployed,married,tertiary,3617,no,no,cellular,23,1,failure,no
70,management,divorced,unknown,66237,no,no,cellular,3,0,failure,no
39,admin,single,primary,1907,no,yes,cellular,6,2,failure,yes
38,self-employed,divorced,unknown,11841,yes,yes,cellular,40,1,success,no
23,technician,divorced,secondary,88866,yes,yes,cellular,23,4,success,no
23,retired,divorced,tertiary,47827,no,yes,telephone,12,4,failure,yes
72,self-employed,divorced,tertiary,52079,no,yes,telephone,5,1,success,yes
65,self-employed,single,primary,76943,no,yes,telephone,5,2,nonexistent,yes
21,admin,divorced,secondary,59467,yes,yes,telephone,3,0,failure,no
47,admin,married,unknown,46091,yes,yes,cellular,4,1,success,yes
28,entrepreneur,single,primary,52501,no,no,telephone,24,0,nonexistent,yes
47,management,divorced,tertiary,59855,yes,yes,cellular,5,2,failure,no
48,blue-collar,single,unknown,95735,yes,no,telephone,31,1,success,no
41,unemployed,divorced,primary,89822,yes,no,cellular,35,1,success,no
72,admin,married,unknown,17859,no,no,telephone,42,1,nonexistent,yes
26,admin,married,unknown,70352,yes,yes,telephone,19,3,failure,yes
72,technician,married,primary,47693,yes,yes,telephone,8,1,success,no
20,student,single,unknown,14548,no,no,cellular,28,1,nonexistent,yes
68,admin,married,unknown,90367,no,yes,cellular,38,2,success,yes
48,student,divorced,secondary,80904,yes,yes,telephone,23,2,success,no
57,entrepreneur,divorced,secondary,82581,no,yes,cellular,7,3,failure,yes
54,blue-collar,divorced,tertiary,31385,no,yes,telephone,38,1,failure,yes
53,self-employed,single,secondary,75641,yes,no,telephone,13,4,success,no
41,admin,single,primary,22644,no,yes,cellular,45,0,success,yes
48,retired,married,unknown,3639,no,no,cellular,21,1,failure,no
23,student,single,tertiary,93866,yes,yes,telephone,37,3,success,yes
19,technician,divorced,secondary,75152,yes,no,telephone,6,4,success,yes
37,unemployed,divorced,unknown,18580,yes,no,telephone,10,2,success,yes
45,technician,divorced,primary,96304,no,yes,telephone,27,0,nonexistent,yes
28,admin,single,unknown,24974,yes,yes,telephone,26,3,nonexistent,yes
21,management,divorced,primary,43373,no,no,telephone,42,2,failure,yes
32,self-employed,married,unknown,94086,yes,no,telephone,28,1,success,no
23,blue-collar,single,tertiary,45612,yes,yes,cellular,16,3,success,yes
71,retired,divorced,tertiary,22761,no,yes,cellular,28,1,nonexistent,yes
66,management,divorced,secondary,8701,no,yes,cellular,3,3,failure,no
47,technician,single,secondary,18822,yes,yes,cellular,1,3,failure,no
73,student,single,unknown,12970,no,no,cellular,3,1,success,yes
55,student,married,unknown,84728,yes,yes,cellular,30,3,success,no
68,management,single,secondary,33847,no,yes,cellular,19,2,nonexistent,no
74,student,divorced,secondary,21103,yes,yes,telephone,33,2,nonexistent,no
19,technician,married,unknown,55479,yes,no,telephone,8,0,failure,no
32,management,divorced,unknown,92393,no,yes,cellular,19,0,nonexistent,no
28,technician,divorced,unknown,80847,yes,no,telephone,36,3,nonexistent,no
25,retired,divorced,tertiary,58787,yes,yes,cellular,48,2,failure,yes
43,self-employed,single,primary,84979,no,no,cellular,37,1,failure,no
68,unemployed,single,primary,14944,no,no,cellular,5,3,failure,yes
62,retired,divorced,secondary,97493,yes,yes,cellular,34,1,success,yes
61,retired,single,tertiary,12974,no,no,telephone,38,4,success,no
22,student,divorced,unknown,44984,yes,no,cellular,27,0,nonexistent,yes
23,admin,single,unknown,44893,yes,yes,cellular,39,3,nonexistent,yes
43,services,single,secondary,98672,no,no,cellular,47,3,nonexistent,no
71,student,single,secondary,24314,yes,yes,telephone,42,1,success,no
21,admin,married,tertiary,27852,yes,yes,telephone,42,0,success,no
36,technician,single,primary,2953,yes,yes,cellular,24,1,failure,no
37,services,married,primary,87818,yes,no,telephone,48,1,failure,yes
50,student,married,unknown,74773,yes,no,cellular,31,0,success,no
37,services,married,secondary,26448,no,no,telephone,22,4,success,no
66,services,divorced,tertiary,29771,no,no,cellular,23,2,success,yes
29,entrepreneur,single,unknown,49550,yes,yes,cellular,41,2,nonexistent,yes
64,self-employed,divorced,primary,53378,no,no,cellular,24,4,failure,no
18,entrepreneur,married,primary,52895,no,yes,telephone,40,0,nonexistent,yes
43,admin,single,tertiary,56737,no,no,telephone,32,3,failure,no
31,blue-collar,divorced,unknown,66124,no,no,cellular,33,0,success,no
55,management,married,tertiary,58810,yes,no,telephone,28,1,nonexistent,yes
54,unemployed,divorced,unknown,78351,no,yes,telephone,17,0,failure,no
28,blue-collar,divorced,primary,69892,no,yes,cellular,26,2,nonexistent,no
53,management,single,secondary,18069,no,yes,cellular,18,3,success,no
30,admin,single,secondary,12695,no,yes,telephone,15,4,failure,no
60,admin,divorced,primary,51461,no,no,cellular,38,0,success,no
20,technician,single,secondary,18783,no,no,telephone,22,3,failure,yes
50,unemployed,single,secondary,-597,yes,no,cellular,49,3,nonexistent,yes
23,self-employed,divorced,unknown,26327,no,no,cellular,18,2,failure,no
67,services,single,tertiary,65821,no,yes,cellular,21,1,nonexistent,no
73,entrepreneur,single,unknown,6862,no,yes,cellular,19,3,success,yes
27,entrepreneur,married,tertiary,65264,no,yes,cellular,2,3,success,no
22,admin,single,tertiary,9430,yes,no,cellular,30,0,failure,yes
40,entrepreneur,married,secondary,32017,yes,no,cellular,25,4,success,no
27,admin,divorced,tertiary,31646,no,no,cellular,26,0,failure,no
61,services,married,tertiary,26922,no,no,telephone,39,2,nonexistent,yes
19,admin,divorced,primary,9543,no,no,telephone,17,3,failure,no
30,technician,single,tertiary,47649,no,no,telephone,47,1,failure,no
57,self-employed,single,primary,90099,yes,no,telephone,16,3,failure,no
19,retired,married,unknown,23553,no,yes,telephone,27,1,success,yes
37,student,divorced,secondary,46860,yes,yes,telephone,49,1,nonexistent,no
18,self-employed,single,tertiary,58388,yes,no,telephone,3,1,failure,yes
54,self-employed,married,primary,58092,no,no,telephone,42,4,nonexistent,yes
26,blue-collar,married,unknown,71114,no,no,telephone,38,0,success,no
34,unemployed,married,unknown,19263,yes,no,cellular,29,2,failure,no
26,unemployed,single,unknown,74204,no,yes,telephone,2,4,failure,yes
28,management,divorced,primary,80458,yes,yes,telephone,43,4,nonexistent,no
32,student,single,primary,10232,no,no,cellular,40,1,nonexistent,no
41,services,single,secondary,7092,no,yes,telephone,14,4,nonexistent,no
55,retired,divorced,tertiary,32234,no,yes,cellular,12,2,failure,yes
72,retired,married,unknown,38482,no,no,cellular,24,2,failure,no
52,unemployed,single,secondary,16117,yes,yes,telephone,28,3,nonexistent,yes
47,self-employed,married,primary,31258,no,no,telephone,39,4,nonexistent,yes
48,technician,married,secondary,94726,no,no,cellular,18,3,nonexistent,yes
66,management,divorced,unknown,57097,no,no,telephone,25,2,success,yes
22,admin,divorced,unknown,86631,yes,no,telephone,37,4,failure,no
61,management,divorced,secondary,16302,no,yes,telephone,6,1,nonexistent,yes
67,blue-collar,married,unknown,73762,yes,no,telephone,45,1,success,no
31,management,married,primary,38934,yes,no,cellular,30,4,failure,yes
70,self-employed,single,unknown,74439,no,yes,cellular,31,3,success,yes
73,services,married,tertiary,85945,yes,no,telephone,34,3,nonexistent,yes
28,self-employed,divorced,tertiary,40446,no,yes,telephone,19,1,success,no
26,unemployed,divorced,unknown,78421,no,yes,telephone,28,3,success,no
51,services,divorced,secondary,69635,no,no,cellular,8,1,nonexistent,yes
29,entrepreneur,divorced,unknown,24076,yes,no,telephone,11,0,nonexistent,yes
52,services,married,tertiary,47349,yes,yes,telephone,16,1,failure,yes
52,management,divorced,primary,44578,yes,yes,cellular,26,0,success,yes
18,management,single,tertiary,7726,no,no,cellular,1,4,nonexistent,yes
57,management,married,unknown,48865,no,no,telephone,31,0,nonexistent,no
39,entrepreneur,divorced,unknown,73076,yes,no,cellular,27,2,nonexistent,no
46,unemployed,single,secondary,6102,yes,no,telephone,48,3,failure,yes
25,admin,divorced,unknown,10754,no,no,cellular,44,0,success,no
28,student,married,unknown,34612,yes,no,cellular,49,2,nonexistent,no
58,unemployed,married,primary,31363,no,no,cellular,9,2,success,yes
54,management,single,primary,71866,no,no,cellular,26,3,nonexistent,no
31,unemployed,married,primary,63777,yes,yes,cellular,6,1,nonexistent,no
47,blue-collar,single,secondary,16747,no,yes,cellular,7,2,success,no
52,retired,divorced,secondary,45770,no,yes,telephone,13,0,success,no
38,retired,married,tertiary,47884,yes,yes,telephone,49,3,failure,yes
54,student,divorced,secondary,63670,yes,no,cellular,10,0,failure,yes
22,student,divorced,primary,91371,yes,no,cellular,43,1,success,no
36,admin,married,secondary,83681,no,no,telephone,46,3,nonexistent,no
31,blue-collar,divorced,unknown,33394,no,yes,telephone,49,2,failure,yes
43,self-employed,single,secondary,58484,yes,yes,cellular,31,0,success,yes
21,unemployed,single,unknown,41084,no,no,cellular,48,0,failure,no
42,services,single,tertiary,94655,yes,yes,telephone,37,2,success,no
62,services,married,unknown,29093,no,no,cellular,18,2,nonexistent,yes
59,self-employed,divorced,primary,5179,no,no,telephone,11,1,failure,yes
42,retired,divorced,tertiary,32278,no,yes,cellular,10,1,failure,yes
35,self-employed,divorced,tertiary,43813,no,yes,cellular,28,2,failure,no
57,unemployed,divorced,tertiary,82716,no,no,cellular,21,3,failure,yes
25,blue-collar,single,primary,70443,yes,yes,cellular,25,2,success,yes
56,management,married,unknown,61828,yes,no,telephone,6,2,success,no
57,entrepreneur,single,tertiary,67942,no,no,telephone,42,4,failure,yes
31,management,single,primary,93539,yes,no,telephone,11,3,nonexistent,no
49,entrepreneur,married,tertiary,17748,yes,no,telephone,33,3,success,no
68,services,married,tertiary,86688,no,yes,telephone,5,1,success,yes
55,student,single,primary,73127,no,no,telephone,34,1,nonexistent,yes
50,unemployed,divorced,secondary,7742,no,yes,cellular,32,1,failure,no
40,management,married,tertiary,1411,yes,no,cellular,43,0,failure,yes
32,self-employed,married,secondary,80002,yes,yes,telephone,46,3,success,no
50,blue-collar,single,tertiary,36464,yes,no,cellular,24,4,nonexistent,no
42,blue-collar,divorced,secondary,27698,no,no,telephone,13,1,nonexistent,yes
34,retired,married,unknown,74011,no,yes,telephone,43,1,success,yes
50,blue-collar,single,secondary,29108,no,no,cellular,6,1,failure,no
64,blue-collar,married,secondary,82360,no,no,telephone,34,1,failure,no
72,student,divorced,secondary,69296,no,no,cellular,25,1,nonexistent,no
19,self-employed,single,secondary,81702,yes,no,telephone,41,0,nonexistent,yes
31,services,single,unknown,45133,yes,yes,telephone,23,4,nonexistent,no
70,blue-collar,divorced,primary,44662,yes,yes,telephone,46,3,nonexistent,yes
57,services,single,secondary,60421,no,no,cellular,13,4,nonexistent,yes
57,student,divorced,primary,95427,no,no,cellular,28,2,nonexistent,no
68,blue-collar,single,tertiary,23180,yes,no,cellular,44,3,nonexistent,yes
56,unemployed,divorced,primary,37194,yes,yes,cellular,44,1,nonexistent,yes
68,retired,married,secondary,79624,no,no,telephone,13,2,nonexistent,yes
23,management,married,primary,10525,yes,yes,cellular,7,2,success,no
23,unemployed,married,unknown,38674,no,yes,cellular,48,2,failure,yes
20,technician,single,unknown,6922,yes,yes,cellular,17,2,success,yes
24,admin,divorced,secondary,60782,yes,yes,cellular,9,1,success,yes
68,blue-collar,divorced,primary,77818,yes,no,telephone,14,2,nonexistent,yes
25,services,married,tertiary,32846,yes,no,cellular,30,4,nonexistent,no
59,admin,married,unknown,80897,no,yes,telephone,41,1,nonexistent,yes
69,entrepreneur,married,secondary,93122,no,yes,cellular,38,2,success,yes
32,blue-collar,divorced,unknown,65173,no,no,cellular,30,2,nonexistent,no
64,technician,married,secondary,11916,yes,no,cellular,33,4,nonexistent,yes
46,student,single,primary,28926,no,no,cellular,25,0,failure,no
50,retired,married,primary,40941,yes,no,cellular,31,0,nonexistent,yes
69,technician,married,primary,58294,no,yes,cellular,23,4,failure,yes
47,services,divorced,primary,17684,yes,no,cellular,27,0,success,yes
